,source,ref,cand,qual,target,data,2gramBleu,3gramBleu,4gramBleu
314,"市府 卫生 厅长 史 坦 因 指出 , 前 述 伤亡 统计 并非 最终 数字 .",the city's health secretary stein pointed out that the casualty toll was provisional .,"the city health director , said because of the above statistics are not final casualties . ",0.2500,0,"市府 卫生 厅长 史 坦 因 指出 , 前 述 伤亡 统计 并非 最终 数字 . the city health director , said because of the above statistics are not final casualties . ",7.2356533239022285e-155,5.519236166731118e-204,1.268852357850863e-231
315,"阿根廷 内政部长 费 南 德 兹 于 仍 在 闷 烧 的 夜总会 外头 告诉 记者 说 , "" 这 是 一 场 灾难 ! 这 是 一 场 灾难 ! "" , 并 警告 指出 , 死亡人数 只是 暂时 数字 .",""" this is a disaster . this is a disaster , "" argentine interior minister fernandez told reporters outside the smoldering nightclub , saying the death toll was provisional .","argentine interior minister fernandez told reporters outside the still burning nightclub , "" this is a disaster ! this is a disaster ! "" and cautioned that the death toll was speculative .",0.7576,1,"阿根廷 内政部长 费 南 德 兹 于 仍 在 闷 烧 的 夜总会 外头 告诉 记者 说 , "" 这 是 一 场 灾难 ! 这 是 一 场 灾难 ! "" , 并 警告 指出 , 死亡人数 只是 暂时 数字 . argentine interior minister fernandez told reporters outside the still burning nightclub , "" this is a disaster ! this is a disaster ! "" and cautioned that the death toll was speculative .",0.6706792124858247,0.5767023823333371,0.4877341345229606
316,"史 坦 因 指出 , 至少 有 三百 七十五 人 在 烈焰 中 受伤 , 包括 十八 名 警官 在 内 .","stein pointed out that at least 375 people were injured in the blaze , including 18 police officers .","stern as pointed out that at least 350 people were injured in flames , including 18 officers . ",0.7357,0,"史 坦 因 指出 , 至少 有 三百 七十五 人 在 烈焰 中 受伤 , 包括 十八 名 警官 在 内 . stern as pointed out that at least 350 people were injured in flames , including 18 officers . ",0.6398099132915954,0.5281233936615709,0.40569661365913545
317,"史 坦 因 表示 , 位于 市中心 的 这 家 迪 斯 可 舞厅 于 三十日 午夜 前 失火 , 当时 约 有 二千 名 年轻人 在 舞厅 内 参加 摇 滚 音乐会 .","stein said the fire broke out before midnight on the 30th at this disco club in the city center , where some 2000 youngsters were attending a rock concert inside the ballroom .","stern said , because in the disco fire in 30 before midnight , about 2 000 young people in dance halls , rock concerts . ",0.2905,0,"史 坦 因 表示 , 位于 市中心 的 这 家 迪 斯 可 舞厅 于 三十日 午夜 前 失火 , 当时 约 有 二千 名 年轻人 在 舞厅 内 参加 摇 滚 音乐会 . stern said , because in the disco fire in 30 before midnight , about 2 000 young people in dance halls , rock concerts . ",0.13400866540794168,7.223983008545783e-103,4.772829694554471e-155
318,"布宜诺斯艾利斯 市长 依 巴 拉 表示 , 未经 证实 报导 指 称 , 有人 在 音乐会 进行 期间 投掷 焰火 后 引发 大火 .","buenos aires mayor ibarra said that according to unconfirmed reports , the blaze started when somebody tossed a flare during the concert .",buenos aires mayor ibarra claimed that unconfirmed reports stated that the fire started after someone tossed a flare during the concert .,0.6950,1,"布宜诺斯艾利斯 市长 依 巴 拉 表示 , 未经 证实 报导 指 称 , 有人 在 音乐会 进行 期间 投掷 焰火 后 引发 大火 . buenos aires mayor ibarra claimed that unconfirmed reports stated that the fire started after someone tossed a flare during the concert .",0.5623391826008831,0.47624402356306017,0.40383127991445866
319,"依 巴 拉 告诉 今日 新闻 电视台 说 , "" 这 是 一个 恐怖 夜晚 "" .",""" this is a terrible night , "" ibarra told todo noticias television .","according to pakistan , told the television said today that "" this is a terrible night "" . ",0.6111,0,"依 巴 拉 告诉 今日 新闻 电视台 说 , "" 这 是 一个 恐怖 夜晚 "" . according to pakistan , told the television said today that "" this is a terrible night "" . ",0.40102208598815653,0.3394085087659172,0.29022661152914203
320,"当 消防 人员 竭力 试图 扑灭 大火 之 际 , 罹难 者 遗体 排 放 在 街道 上 .",bodies were lined up on the street as firefighters attempted to put out the blaze .,"while firefighters were battling the flames , the victims ' bodies were lined up on the street .",0.5556,1,"当 消防 人员 竭力 试图 扑灭 大火 之 际 , 罹难 者 遗体 排 放 在 街道 上 . while firefighters were battling the flames , the victims ' bodies were lined up on the street .",0.4428074427700477,0.397926029958311,0.3575297164449809
321,"失火 的 迪 斯 可 舞厅 外头 今天 清晨 呈现 一片 混乱 状态 , 数 百 名 警察 和 消防 队员 与 饱 受 惊吓 的 年轻人 以及 狂 乱 寻找 子女 下落 的 焦急 父母 混杂 在 一起 .","a chaotic scene unfolded outside the blazing discotheque early today , as hundreds of police and firefighters mingled with stunned teenagers and their parents searching frantically for their children .","a chaotic situation emerged outside the burned discotheque this morning , with hundreds of police and firefighters mingling with terrified youngsters and anxious parents who were frantically looking for their children .",0.5938,1,"失火 的 迪 斯 可 舞厅 外头 今天 清晨 呈现 一片 混乱 状态 , 数 百 名 警察 和 消防 队员 与 饱 受 惊吓 的 年轻人 以及 狂 乱 寻找 子女 下落 的 焦急 父母 混杂 在 一起 . a chaotic situation emerged outside the burned discotheque this morning , with hundreds of police and firefighters mingling with terrified youngsters and anxious parents who were frantically looking for their children .",0.41518553955799636,0.3099202487791018,0.2334877559408624
322,联合国 : 救灾 物资 须 数 周 方 能 送交 亚 齐 灾民,un : relief materials could take weeks to reach tsunami victims in aceh,un : relief supplies won't reach aceh victims for weeks,0.5186,1,联合国 : 救灾 物资 须 数 周 方 能 送交 亚 齐 灾民 un : relief supplies won't reach aceh victims for weeks,0.2921826465551294,0.2018432281455865,3.378676787545745e-78
323,"联合国 今天 说 , 迫切 需要 的 赈 灾 物资 将 在 "" 数 周 "" 之后 方 能 运送 到 印尼 亚 齐 省 孤立 地区 的 海啸 灾民 手 中 .","the united nations said today that desperately needed relief supplies would take "" weeks "" to reach tsunami survivors in isolated areas of indonesia's aceh province .","the united nations said today that the urgently needed aid will take "" weeks "" to deliver to tsunami victims in isolated regions of aceh , indonesia .",0.6429,1,"联合国 今天 说 , 迫切 需要 的 赈 灾 物资 将 在 "" 数 周 "" 之后 方 能 运送 到 印尼 亚 齐 省 孤立 地区 的 海啸 灾民 手 中 . the united nations said today that the urgently needed aid will take "" weeks "" to deliver to tsunami victims in isolated regions of aceh , indonesia .",0.4879500364742666,0.40389537727320035,0.33649324423301513
324,"美国 海军 直升机 今天 已 飞 抵 亚 齐 省 首府 大 亚 齐 市 , 而且 市内 有 越来越 多 野战 医院 运作 , 大批 救援 物资 也 陆续 运 抵 机场 .","us navy helicopters arrived in banda aceh , the capital of aceh province , while more and more field hospitals were being put into operation in the city . an enormous amount of relief supplies have been arriving at the airport in succession .","the united states navy helicopter had arrived in aceh province of aceh , capital city of large and growing in a field hospital and a large number of relief materials have arrived at the airport . ",0.4671,0,"美国 海军 直升机 今天 已 飞 抵 亚 齐 省 首府 大 亚 齐 市 , 而且 市内 有 越来越 多 野战 医院 运作 , 大批 救援 物资 也 陆续 运 抵 机场 . the united states navy helicopter had arrived in aceh province of aceh , capital city of large and growing in a field hospital and a large number of relief materials have arrived at the airport . ",0.27494304238983813,0.12371491205262182,2.395292492779582e-78
325,"不过 , 联合国 驻 印尼 人道 事务 协调 办事处 的 负责人 艾 姆 奎 斯 特 告诉 记者 , 由于 协调 与 基础 设施 的 问题 繁多 , 因此 救济 物资 不 可能 快速 运送 .","but the chief of the un office for the coordination of humanitarian affairs in indonesia , elmquist , told reporters that a myriad of coordination and infrastructure problems was making it impossible to quickly deliver aid .","however , elmquist , the chief of the un office for coordination of humanitarian affairs in indonesia , told reporters that the relief supplies cannot be delivered quickly due to numerous coordination and infrastructure problems .",0.7295,1,"不过 , 联合国 驻 印尼 人道 事务 协调 办事处 的 负责人 艾 姆 奎 斯 特 告诉 记者 , 由于 协调 与 基础 设施 的 问题 繁多 , 因此 救济 物资 不 可能 快速 运送 . however , elmquist , the chief of the un office for coordination of humanitarian affairs in indonesia , told reporters that the relief supplies cannot be delivered quickly due to numerous coordination and infrastructure problems .",0.6367190910912303,0.5613400100865952,0.4758462691567689
326,"艾 姆 奎 斯 特 在 自大 亚 齐 市 返回 首都 雅加达 后 , 透过 电话 告诉 记者 , "" 我们 须要 数 周 时间 , 才能 把 救济 品 送到 所有 的 孤立 地区 "" .",""" it's going to take weeks before we send relief materials to all the isolated areas , "" elmquist told reporters by telephone from the capital jakarta after returning from banda aceh .","the { arrogance in aceh , capital of jakarta returns by telephone after told reporters that "" we need a few weeks , bringing relief to all the isolated areas . ",0.6049,0,"艾 姆 奎 斯 特 在 自大 亚 齐 市 返回 首都 雅加达 后 , 透过 电话 告诉 记者 , "" 我们 须要 数 周 时间 , 才能 把 救济 品 送到 所有 的 孤立 地区 "" . the { arrogance in aceh , capital of jakarta returns by telephone after told reporters that "" we need a few weeks , bringing relief to all the isolated areas . ",0.33710336241758704,0.2257923672518791,0.16472279030330347
327,"他 说 : "" 这 是 个 令人 忧心 的 问题 , 我们 正 极力 想 尽 一切 办法 , 来 建立 大 亚 齐 的 物资 发放 系统 . """,""" it's a concern and we are desperately doing what we can to find ways of establishing distribution systems in banda aceh , "" he said","he said : "" this is a worrying problem , we are eager to do everything possible to establish the aceh material distribution systems . "" ",0.4615,0,"他 说 : "" 这 是 个 令人 忧心 的 问题 , 我们 正 极力 想 尽 一切 办法 , 来 建立 大 亚 齐 的 物资 发放 系统 . "" he said : "" this is a worrying problem , we are eager to do everything possible to establish the aceh material distribution systems . "" ",0.22645540682891918,1.119211697646696e-102,7.098450576376767e-155
328,"联合国 和 其他 救济 组织 已 警告 , 印尼 苏 门 答 腊 灾区 的 居民 若 未 立即 获得 清洁 的 饮水 和 粮食 供应 以及 医疗 救治 , 那么 可能 会 在 数 日内 死亡 .","the un and other relief organizations have warned that people in the devastated region of indonesia's sumatra may die within days if they do not have immediate access to clean water , food and medical treatment .","the united nations and other relief organizations have warned that if victims in indonesian sumatra regions do not have clean drinking water , food , and medical treatment immediately , they will die in a few days .",0.6579,1,"联合国 和 其他 救济 组织 已 警告 , 印尼 苏 门 答 腊 灾区 的 居民 若 未 立即 获得 清洁 的 饮水 和 粮食 供应 以及 医疗 救治 , 那么 可能 会 在 数 日内 死亡 . the united nations and other relief organizations have warned that if victims in indonesian sumatra regions do not have clean drinking water , food , and medical treatment immediately , they will die in a few days .",0.46192127684579004,0.36564086584188116,0.27131814667074544
329,"艾 姆 奎 斯 特 在 被 询 及 , 运送 延误 是否 无异 对 某些 海啸 灾民 宣判 死刑 时 答 称 : "" 我 希望 不是 , 我 希望 灾民 能 设法 取得 食物 和 饮水 , 但 这 显然 并 不是 我们 所 乐 见 的 情况 . ""","asked if the delay was effectively a death sentence for some tsunami survivors , elmquist replied , "" i hope not . i hope that people are finding ways to get food and water , but obviously it's not a situation we are happy about . ""","the { when asked whether delivery is delayed , for certain tsunami response pronounced : "" i hope not , i hope that the victims managed to obtain food and drinking water , but this is obviously not what we are happy to see . "" ",0.5531,0,"艾 姆 奎 斯 特 在 被 询 及 , 运送 延误 是否 无异 对 某些 海啸 灾民 宣判 死刑 时 答 称 : "" 我 希望 不是 , 我 希望 灾民 能 设法 取得 食物 和 饮水 , 但 这 显然 并 不是 我们 所 乐 见 的 情况 . "" the { when asked whether delivery is delayed , for certain tsunami response pronounced : "" i hope not , i hope that the victims managed to obtain food and drinking water , but this is obviously not what we are happy to see . "" ",0.3637099412569069,0.24842676568909586,0.1351928705126306
330,"他 说 : "" 这 是 个 非常 严重 的 情况 , 我们 只能 希望 , 能 有 加快 行动 的 可能性 . """,""" it's a very serious situation and we can only hope that it's possible to do something quicker , "" he said .","he said , "" it's a very serious situation and we can only hope that it's possible to do something quicker . """,1.0000,1,"他 说 : "" 这 是 个 非常 严重 的 情况 , 我们 只能 希望 , 能 有 加快 行动 的 可能性 . "" he said , "" it's a very serious situation and we can only hope that it's possible to do something quicker . """,0.9293203772845852,0.870996541733343,0.838152834102593
331,日本 提供 五 亿 美元 救灾 金额 跃 居 各国 第 一,"japan offers us$ 500 m for relief , topping world in funds",japan outpledges nations with 500 million u.s. dollars,0.1516,1,日本 提供 五 亿 美元 救灾 金额 跃 居 各国 第 一 japan outpledges nations with 500 million u.s. dollars,4.523712324056519e-155,3.41523259434563e-204,7.813508425061864e-232
332,"日本 今天 承诺 提供 五 亿 美元 援助 因 印度洋 大海 啸 受害 的 国家 , 在 各国 竞 相 伸出援手 救助 这 起 世界 最 惨重 灾难 的 受害者 之 际 , 日本 这 笔 援 款 跃 居 所有 国家 第 一 , 也 使 国际 迄今 承诺 提供 的 救灾 和 重建 经费 总额 增加 到 十六 亿 美元 .","japan today promised us$ 500 million to countries devastated by the indian ocean tsunamis . japan's contribution by far outpledges all the other countries racing to help victims of one of the world's worst disasters , increasing the money the world has promised for relief and reconstruction to more than us$ 1.6 billion .","japan today pledged $ 5 billion by the indian ocean , where the injured state in the countries are competing to help rescue the world's most tragic disaster victims , japan became the first of all countries , has promised to provide relief and reconstruction of the total amount to $ 1.6 billion . ",0.5710,0,"日本 今天 承诺 提供 五 亿 美元 援助 因 印度洋 大海 啸 受害 的 国家 , 在 各国 竞 相 伸出援手 救助 这 起 世界 最 惨重 灾难 的 受害者 之 际 , 日本 这 笔 援 款 跃 居 所有 国家 第 一 , 也 使 国际 迄今 承诺 提供 的 救灾 和 重建 经费 总额 增加 到 十六 亿 美元 . japan today pledged $ 5 billion by the indian ocean , where the injured state in the countries are competing to help rescue the world's most tragic disaster victims , japan became the first of all countries , has promised to provide relief and reconstruction of the total amount to $ 1.6 billion . ",0.34815531191139565,0.21244130332571942,0.11516796881774477
333,"日本 首相 小 泉 纯 一 郎 发布 声明 说 , 日本 作为 亚洲 最 大 经济 体 , 还 会 考虑 提供 更 多 援助 , 包括 金钱 和 技术 .","japanese prime minister junichiro koizumi said in a statement that as asia's largest economy , japan would consider more assistance including money and technology .","japanese prime minister koizumi junichiro issued a statement saying that as asia's largest economy , japan would consider providing more assistance , including money and technology .",0.8519,1,"日本 首相 小 泉 纯 一 郎 发布 声明 说 , 日本 作为 亚洲 最 大 经济 体 , 还 会 考虑 提供 更 多 援助 , 包括 金钱 和 技术 . japanese prime minister koizumi junichiro issued a statement saying that as asia's largest economy , japan would consider providing more assistance , including money and technology .",0.7240279857964913,0.6162797765077923,0.5265753584723774
334,"他 表示 : "" 日本 将 尽 最 大 能力 在 三 方面 提供 援助 : 财力 资源 , 知识 技术 和 人力资源 . """,""" japan will provide assistance to the maximum extent possible in three ways : financial resources , knowledge and expertise , and human resources , "" he said .","he said , "" japan will provide assistance to the maximum extent possible in three ways : financial resources , knowledge and technology , and human resources . """,0.9655,1,"他 表示 : "" 日本 将 尽 最 大 能力 在 三 方面 提供 援助 : 财力 资源 , 知识 技术 和 人力资源 . "" he said , "" japan will provide assistance to the maximum extent possible in three ways : financial resources , knowledge and technology , and human resources . """,0.8905635565617213,0.824930750221975,0.77722866969875
335,"他 说 : "" 日本 将 暂时 先 给予 受灾 国家 和 相关 国际组织 五 亿 美元 的 捐赠 款 , 作为 因 应 灾情 的 紧急 援助 . """,""" for the time being , japan will extend to affected countries and relevant international organizations up to us$ 500 million of grant money as emergency assistance to cope with the disaster , "" he said .","he said : "" japan will be given to the affected states and relevant international organizations to five billion dollars in grants for disaster emergency response . "" ",0.4498,0,"他 说 : "" 日本 将 暂时 先 给予 受灾 国家 和 相关 国际组织 五 亿 美元 的 捐赠 款 , 作为 因 应 灾情 的 紧急 援助 . "" he said : "" japan will be given to the affected states and relevant international organizations to five billion dollars in grants for disaster emergency response . "" ",0.2526607993414593,0.1555718515548433,0.10116713859619074
336,"小 泉 也 表示 , 他 将 参加 世界 领袖 六日 在 印尼 首都 雅加达 举行 的 会议 , 讨论 援助 因 海啸 受害 国家 的 问题 .",koizumi also said he would take part in a meeting of world leaders on the 6th in the indonesian capital jakarta to discuss aid for the tsunami-hit countries .,koizumi added that he would participate in the world leaders meeting held in jakarta on the 6th to discuss issues on assisting tsunami-hit countries .,0.6135,1,"小 泉 也 表示 , 他 将 参加 世界 领袖 六日 在 印尼 首都 雅加达 举行 的 会议 , 讨论 援助 因 海啸 受害 国家 的 问题 . koizumi added that he would participate in the world leaders meeting held in jakarta on the 6th to discuss issues on assisting tsunami-hit countries .",0.4174634940898256,0.23765792739689467,3.955736376816986e-78
337,"美国 总统 布 希 遭 批评 对 这 次 人类 大 浩劫 反应 迟缓 之后 , 美国 政府 已 于 昨天 将 承诺 的 援助 金额 提高 十 倍 , 达到 三 亿 五 千万 美元 .",the us government increased its promised aid nearly ten-fold to us$ 350 million yesterday after us president bush was accused of being slow to respond to the massive human disaster .,"after u.s. president bush was accused of being slow in reacting to this human catastrophe , the u.s. government had raised the relief amount it promised ten-fold to u.s. $ 350 million yesterday .",0.4884,1,"美国 总统 布 希 遭 批评 对 这 次 人类 大 浩劫 反应 迟缓 之后 , 美国 政府 已 于 昨天 将 承诺 的 援助 金额 提高 十 倍 , 达到 三 亿 五 千万 美元 . after u.s. president bush was accused of being slow in reacting to this human catastrophe , the u.s. government had raised the relief amount it promised ten-fold to u.s. $ 350 million yesterday .",0.40053440237591453,0.3146535990870405,0.24960012840788245
338,"一直 被 认为 越来越 有意 挑战 日本 在 亚洲 影响力 的 中国 也 已 承诺 提供 六千 零 五十 万 美元 援助 , 这 对 开发 中 国家 来 说 是 个 大 数目 .","china , which is seen as increasingly challenging japan for influence in asia , has promised us$ 60.5 million , a major sum for a developing nation .","has been growing intends to challenge its influence in asia , japan , china has also pledged $ 500000 for assistance to developing countries , which is a large number . ",0.5161,0,"一直 被 认为 越来越 有意 挑战 日本 在 亚洲 影响力 的 中国 也 已 承诺 提供 六千 零 五十 万 美元 援助 , 这 对 开发 中 国家 来 说 是 个 大 数目 . has been growing intends to challenge its influence in asia , japan , china has also pledged $ 500000 for assistance to developing countries , which is a large number . ",0.2749633406650374,0.19949010784367618,0.1270684985603511
339,"小 泉 表示 : "" 日本 将 动员 消防 厅 的 直升机 和 人员 , 作 更 多 贡献 .",""" japan will make further contributions by utilizing fire-department helicopters and personnel , "" koizumi said .","koizumi said : "" japan will mobilize fire offices and staff , make more contribution . ",0.5284,0,"小 泉 表示 : "" 日本 将 动员 消防 厅 的 直升机 和 人员 , 作 更 多 贡献 . koizumi said : "" japan will mobilize fire offices and staff , make more contribution . ",0.31506301890630223,0.1909115432683808,3.4834694659780044e-78
340,"日本 也 将 考虑 尽快 再 多 出 一些 力量 , 包括 动用 日本 自卫队 的 飞机 , 舰艇 和 人员 . """,""" japan will also consider , as early as possible , additional contributions including mobilizing japan's self defense forces ' aircrafts , vessels and personnel . ""","japan will also be considered by some forces as soon as possible , including the use of the sdf vessels and personnel . "" ",0.5148,0,"日本 也 将 考虑 尽快 再 多 出 一些 力量 , 包括 动用 日本 自卫队 的 飞机 , 舰艇 和 人员 . "" japan will also be considered by some forces as soon as possible , including the use of the sdf vessels and personnel . "" ",0.39883184502622926,0.32062574520062975,0.22750215000744378
341,日本 原先 已 承诺 提供 三 千万 美元 援助 因 海啸 受害 的 国家 .,japan had earlier pledged us$ 30 million to the tsunami-hit countries .,japan had pledged $ 3 million by the tsunami victims . ,0.5306,0,日本 原先 已 承诺 提供 三 千万 美元 援助 因 海啸 受害 的 国家 . japan had pledged $ 3 million by the tsunami victims . ,0.21320071635561041,1.0755340835777305e-102,6.887578243315168e-155
342,"外务 省 发言人 说 , 小 泉 所 说 的 五 亿 美元 也 包括 这 三 千万 美元 .",a foreign ministry spokesman said that the amount was included in koizumi's 500 million dollar pledge .,a spokesman for the foreign ministry said that the u.s. $ 30 million was included in the u.s. $ 500 million that koizumi mentioned .,0.4194,1,"外务 省 发言人 说 , 小 泉 所 说 的 五 亿 美元 也 包括 这 三 千万 美元 . a spokesman for the foreign ministry said that the u.s. $ 30 million was included in the u.s. $ 500 million that koizumi mentioned .",0.36055512754639896,0.22780907411157383,3.9824239018966025e-78
343,世 卫 组织 : 五十 个 团体 将 提供 印尼 亚 齐 医疗 援助,who : 50 aid groups to offer medical assistance in indonesia's aceh province,who : 50 organizations will provide medical aid to aceh indonesia,0.5306,1,世 卫 组织 : 五十 个 团体 将 提供 印尼 亚 齐 医疗 援助 who : 50 organizations will provide medical aid to aceh indonesia,0.2974438831349583,0.20450315121011323,3.511532441690658e-78
344,"世界卫生组织 今天 说 , 已经 有 五十 个 援助 团体 抵达 印尼 亚 齐 省 , 准备 提供 遭受 海啸 侵袭 的 幸存 者 医疗 协助 .",the world health organization ( who ) said today that 50 aid groups had arrived in indonesia's aceh province to provide medical care for survivors of the tsunami disaster .,"the world health organization said today that 50 aid groups have already arrived in indonesian aceh province , ready to provide the tsunami survivors medical assistance . ",0.6960,0,"世界卫生组织 今天 说 , 已经 有 五十 个 援助 团体 抵达 印尼 亚 齐 省 , 准备 提供 遭受 海啸 侵袭 的 幸存 者 医疗 协助 . the world health organization said today that 50 aid groups have already arrived in indonesian aceh province , ready to provide the tsunami survivors medical assistance . ",0.5375493464945589,0.39937204242319785,0.3101152498974342
345,"世界卫生组织 的 印尼 代表 彼得 森 说 , 世 卫 组织 正 试图 协调 所有 的 团体 , 并且 已 于 今天 下午 与 他们 举行 会议 .","the who's indonesian representative , petersen , said the who was trying to coordinate all the groups and had held a meeting with them in the afternoon .","petersen , the who's indonesian representative , said that the who was trying to coordinate all the organizations and had a meeting with them in the afternoon .",0.9286,1,"世界卫生组织 的 印尼 代表 彼得 森 说 , 世 卫 组织 正 试图 协调 所有 的 团体 , 并且 已 于 今天 下午 与 他们 举行 会议 . petersen , the who's indonesian representative , said that the who was trying to coordinate all the organizations and had a meeting with them in the afternoon .",0.8498365855987975,0.7490836021568807,0.668740304976422
346,"彼得 森 说 , 协调 工作 很 困难 , 因为 许多 团体 已 直接 到 亚 齐 进行 救灾 .",petersen said coordination was proving difficult because many groups had gone directly into aceh for relief work .,petersen claimed that the coordination was extremely difficult since many organizations have gone directly to aceh to provide relief efforts .,0.4762,1,"彼得 森 说 , 协调 工作 很 困难 , 因为 许多 团体 已 直接 到 亚 齐 进行 救灾 . petersen claimed that the coordination was extremely difficult since many organizations have gone directly to aceh to provide relief efforts .",0.21821789023599242,1.0921726457139288e-102,6.968148412761692e-155
347,"彼得 森 在 雅加达 接受 电话 访问 时 说 : "" 我们 正 试图 理 出头 绪 , 每 一个 团体 都 是 刚 到 , 不过 每 一个 团体 也 都 表示 他们 非常 愿意 合作 . """,""" we are trying to sort it out , everyone has just come in , but everyone has shown a great willingness to cooperate , "" petersen said by telephone from jakarta .","petersen , a telephone interview survey in jakarta said : "" we are trying to rationalization and activation of each group is just that every society , but also said that they are willing to cooperate . "" ",0.5000,0,"彼得 森 在 雅加达 接受 电话 访问 时 说 : "" 我们 正 试图 理 出头 绪 , 每 一个 团体 都 是 刚 到 , 不过 每 一个 团体 也 都 表示 他们 非常 愿意 合作 . "" petersen , a telephone interview survey in jakarta said : "" we are trying to rationalization and activation of each group is just that every society , but also said that they are willing to cooperate . "" ",0.2773500981126145,0.18721564515695413,0.1364350386676696
348,"彼得 森 重申 , 世 卫 组织 主要 关切 的 问题 是 防止 诸如 霍乱 , 痢疾 等 疫情 爆发 , 这些 疾病 可能 造成 数 以 万 计 的 人 死亡 .","petersen reiterated that the who's main concern was to prevent the outbreak of diseases such as cholera and dysentery , which have the potential to kill tens of thousands of people .","petersen stressed that the main concern of the who was to prevent the outbreak of epidemics such as cholera and diarrhea , which can cause tens of thousands of deaths .",0.7184,1,"彼得 森 重申 , 世 卫 组织 主要 关切 的 问题 是 防止 诸如 霍乱 , 痢疾 等 疫情 爆发 , 这些 疾病 可能 造成 数 以 万 计 的 人 死亡 . petersen stressed that the main concern of the who was to prevent the outbreak of epidemics such as cholera and diarrhea , which can cause tens of thousands of deaths .",0.5697403291676644,0.44607914700385526,0.34991271329801193
349,"彼得 森 说 : "" 我们 非常 担心 , 因为 我们 有 许多 人 无家可归 , 他们 没有 充份 干 净 的 饮水 或 适当 的 食物 .",""" we are very worried since we have a very large number of people displaced who don't have sufficient clean water or adequate food supplies , "" petersen said .","petersen said : "" we are very worried because there are many people homeless , they are not sufficiently clean drinking water or adequate food . ",0.4947,0,"彼得 森 说 : "" 我们 非常 担心 , 因为 我们 有 许多 人 无家可归 , 他们 没有 充份 干 净 的 饮水 或 适当 的 食物 . petersen said : "" we are very worried because there are many people homeless , they are not sufficiently clean drinking water or adequate food . ",0.3699705238701966,0.29371323746091066,0.2287921361706817
350,"所以 传染病 的 爆发 条件 都 已 具备 . """,""" so we have a situation that is very ripe for epidemic outbreaks . ""","since the outbreak of infectious diseases , conditions are ripe . "" ",0.1947,0,"所以 传染病 的 爆发 条件 都 已 具备 . "" since the outbreak of infectious diseases , conditions are ripe . "" ",0.11890053055064433,6.942693987009131e-103,4.762739674083922e-155
351,"不过 彼得 森 强调 , 迄今为止 , 并 没有 这些 疾病 问题 的 迹象 .","however , petersen stressed that there has been no sign yet of any major problems with the diseases .","however peterson emphasized that to date , no signs of these diseases . ",0.3394,0,"不过 彼得 森 强调 , 迄今为止 , 并 没有 这些 疾病 问题 的 迹象 . however peterson emphasized that to date , no signs of these diseases . ",0.13721707389233714,7.121595219771173e-103,4.621933649099415e-155
352,"印尼 卫生部 说 , 在 这 次 海啸 中 , 苏 门 答 腊 死亡 的 人数 可能 高 达 十万 人 , 大多数 这些 罹难 者 都 在 亚 齐 省 .","indonesia's health ministry says up to 100000 people in sumatra may have been killed in the tsunami disaster , with most of the victims in aceh province .","the indonesian health ministry said in the tsunami , sumatra death toll may reach hundreds of thousands of people , most of these victims in aceh province . ",0.6071,0,"印尼 卫生部 说 , 在 这 次 海啸 中 , 苏 门 答 腊 死亡 的 人数 可能 高 达 十万 人 , 大多数 这些 罹难 者 都 在 亚 齐 省 . the indonesian health ministry said in the tsunami , sumatra death toll may reach hundreds of thousands of people , most of these victims in aceh province . ",0.40925259281898757,0.2952868487116372,0.20901812063080327
353,"由于 亚 齐 省 的 大多数 医疗设施 大多 已 被 摧毁 , 过去 一个 星期 以来 , 印尼 军方 和 新加坡 , 澳洲 政府 已 设立 了 至少 八 个 野战 医院 , 联合国 儿童 基金 会 也 开始 发送 基本 医药 包 , 以 协助 二 十万 名 儿童 .","as most of the medical facilities have been destroyed in aceh province , the indonesian military and the governments of singapore and australia have set up at least 8 field hospitals in the past week . the united nations children's fund has also begun delivering basic medical kits intended to help 200000 children .","since most of aceh's medical facilities had been destroyed , since last week the indonesian army and the governments of singapore and australia have set up at least eight field hospitals , while the united nations children's fund has also begun distributing basic medical kits to help 200000 children .",0.7385,1,"由于 亚 齐 省 的 大多数 医疗设施 大多 已 被 摧毁 , 过去 一个 星期 以来 , 印尼 军方 和 新加坡 , 澳洲 政府 已 设立 了 至少 八 个 野战 医院 , 联合国 儿童 基金 会 也 开始 发送 基本 医药 包 , 以 协助 二 十万 名 儿童 . since most of aceh's medical facilities had been destroyed , since last week the indonesian army and the governments of singapore and australia have set up at least eight field hospitals , while the united nations children's fund has also begun distributing basic medical kits to help 200000 children .",0.6351881595567923,0.5402976272186893,0.4699288827308655
354,鲍尔 预测 什 叶 派 将 在 伊拉克 大选 中 获胜,powell predicts shiite victory in iraqi election,powell forecast shiite on winning election ,0.4232,0,鲍尔 预测 什 叶 派 将 在 伊拉克 大选 中 获胜 powell forecast shiite on winning election ,9.765260274142007e-155,6.726900215918542e-204,1.4740564900137075e-231
